CO.GT, NO.GT, T, RH, AH
0.4,33,13.9,43.6,0.6871
0.5,39,13.5,50.1,0.7706
0.6,45,13.3,53.6,0.8169
0.8,63,13.4,56,0.8576
1,71,13,59.6,0.886
1.3,104,12.7,62.7,0.9173
1.1,85,12.1,60.5,0.8505
0.6,53,11.2,64.4,0.8537
0.7,58,10.7,67.6,0.8703
1.2,89,11.4,61.2,0.8236
1.4,96,9.9,70.5,0.8581
1.2,88,10.3,65.2,0.8151
1.3,100,11,58.9,0.7714
1.8,127,10.6,59.5,0.7595
1.2,88,10.6,57.7,0.7362
0.8,66,10.6,56.1,0.7149
0.8,61,10.3,58,0.7239
0.8,54,10.4,58.4,0.7352
0.7,46,10.7,58.2,0.7459
0.5,25,10.5,59.9,0.7624
0.3,18,10.5,60.8,0.7704
0.4,0,10.6,63.1,0.8068
0.3,21,11.1,60.1,0.7925
0.7,76,10.1,68.4,0.8443
1.6,149,10,68.7,0.8456
3.9,328,11,64.2,0.8398
4.5,282,12,58.1,0.8138
2.7,206,12.8,52,0.7643
1.6,133,12.6,50.8,0.7387
1.6,137,13.8,47.4,0.7435
1.6,116,15.1,42.7,0.7294
1.5,112,16.3,38.1,0.7006
1.8,128,16.6,36.7,0.6867
2.1,145,15.8,40.5,0.7241
1.7,110,16.3,41.8,0.7712
3,184,16.1,42.8,0.7783
4.6,243,15.3,46.8,0.8074
5,259,14.7,47,0.7815
3.5,205,14.1,49.6,0.7931
2.1,144,13.5,54.1,0.8351
2.1,152,12.3,59.2,0.8461
1.5,108,11.6,62.2,0.851
1.1,64,11.5,61.4,0.8303
0.9,73,10.9,64.6,0.8395
0.7,47,11.1,63.2,0.8331
0.4,0,10.7,64.4,0.8284
0,45,10.7,63.8,0.8174
0.9,79,10.2,65.8,0.8196
1.6,113,10.3,65.6,0.8225
3.9,263,10.8,64,0.8307
5,275,13.3,55.6,0.8453
4.3,263,15.8,46.8,0.8328
2.7,183,19.5,34.4,0.7738
2.1,147,21.1,30.2,0.745
2.1,132,18.4,34.2,0.7185
0,0,21,30.6,0.7538
0,0,21.4,28.7,0.7231
0,0,21.3,27.3,0.6856
0,0,20.4,30.4,0.7193
0,0,18.7,34.8,0.7436
0,0,18.6,34.7,0.7369
0,0,17.9,35.8,0.7276
0,0,16.5,42.1,0.7856
0,0,14.8,49.7,0.8321
0,0,13.4,54.3,0.8291
0,0,13.4,54.2,0.8319
0,0,12.3,57.6,0.8223
0,0,11.6,58.8,0.7996
0,0,10.7,62.3,0.7988
0,0,10.2,63.2,0.7865
0,0,10.5,61.3,0.7761
0,0,9.3,65.8,0.7722
0,0,9.1,67.4,0.7814
0,0,10.2,62.9,0.7831
0,0,11.6,58.7,0.7999
3.9,309,13.5,53.4,0.8196
3.8,327,15,49.3,0.8364
3.8,299,17.1,42.1,0.812
3.9,257,18.4,36.9,0.7758
3.5,195,19.3,35.4,0.7824
4,231,19.2,35.7,0.7826
3,170,21.5,30.4,0.7677
3.1,192,19.6,34.6,0.7807
5.2,251,19.6,35.5,0.8017
5.9,289,18.3,44.1,0.9183
7.3,351,17.4,47.8,0.9392
6.1,319,16.8,49.8,0.9446
4.6,264,16.2,53.2,0.9723
2.5,144,14.9,59.1,0.9928
2.2,119,13.9,64,1.013
2,120,13.7,66.8,1.041
1.9,96,13.4,69.6,1.0688
1.6,77,12.8,71.9,1.0632
1,0,12.9,68.5,1.0155
1,63,11.9,74.8,1.038
1.2,97,11.6,76.4,1.0415
2,180,11.7,75.3,1.0325
4.5,352,12.8,71,1.0428
4.1,279,13.8,61.1,0.9595
2.6,186,15.3,51.4,0.8886
2.3,169,16.6,48.7,0.9146
2.6,172,17.6,46.7,0.9324
2.4,127,19.2,42.7,0.9425
4.3,230,15.7,62.5,1.1092
4.6,280,14.5,75.7,1.2425
4,242,14.4,77.4,1.2654
4.7,250,14.6,74.9,1.2391
5.7,309,14.6,76,1.2573
5.2,270,14,76.3,1.2166
6.4,323,13.9,78,1.2303
6,307,13.8,78,1.2229
3.4,224,13.5,79.4,1.2224
2.7,166,13.1,80.1,1.2016
3.1,171,12.8,81,1.1915
2.6,169,12.7,80.6,1.1819
2.2,120,12.5,81.8,1.1838
1.9,103,12.7,81.2,1.1849
0,0,12.4,82.4,1.1848
0,0,12.6,79.9,1.1619
0,0,12.8,80,1.1761
0,0,12.6,79.9,1.1596
0,0,12.5,79.6,1.1538
0,0,12.8,80.8,1.1863
0,0,13.5,78.1,1.1997
0,0,14.6,74.9,1.2348
0,0,16.8,61,1.1599
0,0,18.8,50.1,1.0769
0,0,19.3,47.1,1.0445
0,0,19.3,46.6,1.0298
0,0,19.7,44.4,1.0081
0,0,19.3,45.7,1.0161
0,0,17.9,49.9,1.0135
0,0,16.9,53.2,1.0179
0,0,16.1,56,1.0151
0,0,16.5,52.8,0.986
0,0,16.9,51.1,0.9743
0,0,17,50.8,0.9751
0,0,16.9,54.8,1.0455
0,0,16.3,57.2,1.0492
0,0,16,56.2,1.0164
0,0,15.6,60.2,1.0617
0,0,14.6,68.2,1.1282
0,0,14.3,69.6,1.1257
0,0,13.8,71.9,1.1312
0,0,13.8,72.7,1.1402
0,0,14.2,72.3,1.1632
0,0,14.5,72.9,1.195
0,0,14.2,75.6,1.2201
0,0,14.5,77.2,1.2695
0,0,14.9,74.5,1.253
0,0,15.5,67.4,1.178
0,0,16.7,56,1.0544
0,0,17.1,55.5,1.0724
0,0,16.2,62.4,1.1423
0,0,17.4,58.9,1.1567
0,0,17.5,54.6,1.08
0,0,17.5,54.2,1.0722
0,0,17,55.1,1.0621
0,0,16.4,57.8,1.0669
0,0,15.8,60.4,1.0744
0,0,15.5,63.3,1.1071
0,0,15,65.2,1.1045
0,0,14.5,67.3,1.1054
0,0,14.1,70.1,1.1224
0,0,13.8,73.3,1.1518
0,0,13.1,78.3,1.1716
0,0,13,78.2,1.1664
0,0,14.3,70.1,1.1328
0,0,14,70.9,1.1306
0,0,15.4,64.2,1.1123
0,0,16.5,57.9,1.0826
0,0,18.8,48,1.0323
0,0,19.5,43.3,0.9706
0,0,18.5,45.5,0.9606
0,0,18,46.7,0.9569
0,0,16.5,58.2,1.0813
0,0,12.1,75.6,1.0662
0,0,11.1,75.6,0.9974
0,0,10.5,79,1.0016
0,0,10,80.5,0.9853
0,0,11.3,70.5,0.9389
0,0,10.7,71.5,0.9197
0,0,9.9,74,0.9009
0,0,10.8,68.2,0.8806
0,0,10.2,74,0.9176
0,0,10.1,77.5,0.9579
0,0,9.9,77.7,0.9497
0,0,9.5,80.2,0.9533
0,0,9.5,79.7,0.9489
0,0,9.7,78.9,0.9487
0,0,9.8,80,0.967
0,0,10,79.6,0.98
0,0,10.3,79.4,0.9927
0,0,11,77.4,1.0135
0,0,12.3,69.2,0.9906
0,0,14.5,60.4,0.9936
0,0,16,56.3,1.0185
0,0,18.1,51.1,1.0551
0,0,23,37.5,1.0389
0,0,21.8,39.6,1.0209
0,0,21.9,37.2,0.9683
0,0,23.8,31.4,0.9132
0,0,25.9,26.9,0.8845
0,0,25.8,29.9,0.9808
0,0,22.6,39.5,1.0679
0,0,19.9,45,1.0364
0,0,17.9,47.4,0.9657
0,0,16.8,50.4,0.9545
0,0,16,52,0.9375
0,0,14.2,59.1,0.952
0,0,14.2,56.7,0.9111
0,0,12.2,67.7,0.9625
0,0,13.2,61.7,0.9328
0,0,10.9,71,0.9249
0,0,11.3,67.6,0.9038
0,0,10.1,71.8,0.888
0,0,10.2,70.9,0.8841
0,0,11.8,66,0.9085
0,0,14,58.2,0.9271
0,0,17,50.2,0.9646
0,0,22.3,36.9,0.9838
0,0,24.4,30.9,0.934
0,0,25.9,26.7,0.8771
0,0,25.8,26.1,0.854
0,0,26.3,24.8,0.8393
0,0,27,22.2,0.7805
0,0,27.3,20.5,0.7308
0,0,25.8,24.1,0.7912
0,0,25.3,28.9,0.9151
0,0,23.8,33.7,0.9786
0,0,21.4,36,0.9059
0,0,19.8,39.5,0.9016
0,0,19.2,42.1,0.9273
0,0,18.8,45.8,0.9855
0,0,17.1,50.8,0.9828
0,0,16.2,53.4,0.9775
0,0,16,53.5,0.9691
0,0,14.3,59.2,0.9601
0,0,13.3,62.6,0.9498
0,0,13.4,59.5,0.9097
0,0,12.2,64.1,0.9062
0,0,13.9,57.2,0.9029
0,0,15.2,53.2,0.9107
0,0,19.2,41.6,0.9154
0,0,23.7,30.6,0.8854
0,0,26.1,26.8,0.8921
0,0,28.1,24.4,0.9138
0,0,28.3,23.9,0.906
0,0,28,21,0.7814
0,0,30.8,16.4,0.7167
0,0,31.3,16.2,0.7262
0,0,29.4,20.5,0.8262
0,0,25.8,24.3,0.794
0,0,23.8,29.5,0.8559
0,0,22,34.8,0.908
0,0,20.2,37.4,0.8748
0,0,19.3,38.8,0.8559
0,0,17.9,43.7,0.8856
0,0,17.2,47.9,0.9334
0,0,16.3,49.7,0.916
0,0,16.7,46.5,0.8755
0,0,14.6,53,0.8775
0,0,14.1,53.9,0.8633
0.6,59,14.2,52.2,0.8413
0.8,72,14.3,55.4,0.9003
4,244,14,58,0.9202
5.6,351,15.4,53.3,0.9289
5,358,19.1,42.1,0.9233
3.2,245,23.7,31,0.8968
3.8,240,26.9,25.7,0.8942
3.3,179,29.7,20.6,0.8478
3,160,29.2,21.5,0.8573
3.2,174,29.6,20.1,0.8181
4.4,260,30,19.4,0.81
4.6,281,29.5,20.1,0.8136
5.2,284,27,26.8,0.9403
4.8,250,24.9,30.8,0.954
5.6,281,23.1,36.7,1.0244
4.6,230,21.5,40.8,1.0333
1.8,98,20.5,41.5,0.9864
2.2,121,19.2,44.9,0.9875
2,110,18.8,47.7,1.0221
2.8,161,18.2,49.7,1.0284
2.6,148,16.1,57.4,1.0451
1.8,109,16.3,55.3,1.0178
1.1,0,15.7,53.6,0.9483
0,45,16.9,49.8,0.9514
0.7,71,14.8,57.7,0.9644
0.9,75,14,59.7,0.9499
1.5,106,14.6,56.8,0.9385
2.5,166,16.7,51.9,0.9788
3,188,20,45,1.039
2.6,161,23.9,33.7,0.9837
2.6,139,26.8,29.5,1.0209
2.6,134,27.2,32.4,1.1493
1.9,84,26.9,32.1,1.1217
2,98,24.3,41.8,1.2561
1.7,91,25.6,36,1.1629
1.9,99,27,31.8,1.1176
1.8,90,27.5,31.6,1.1417
2.8,147,24.9,38.1,1.1838
3.5,177,23.4,39.7,1.1276
3.4,162,21.2,50.8,1.2631
2,88,15.6,73.5,1.2953
1.1,53,12.9,79.7,1.1774
1.3,68,11.5,76.9,1.0436
1.2,61,12.2,66.8,0.9455
1.3,71,12.4,64.1,0.9209
1,63,12.7,58.7,0.8605
1.3,0,12.6,58.6,0.8529
0,23,12.5,51.2,0.7374
0.3,14,12.5,50.9,0.7346
0.5,34,12.8,49.3,0.7285
0.6,42,13.5,48.6,0.7487
0.6,40,14.4,45.9,0.7476
0.8,48,15.1,43.9,0.7487
1,61,16.6,38.6,0.7236
0.9,58,17.2,35,0.6789
1,57,17.4,33.9,0.6683
0.8,54,17.9,30.7,0.6234
0.7,41,18.3,27.2,0.5675
0.9,57,19.4,25.7,0.5738
1.3,83,20.2,24.1,0.563
1.4,81,19.6,24.9,0.5625
1.5,98,18.5,27.8,0.5843
2.7,124,17.8,30.3,0.6129
2.5,133,16.6,34,0.6353
1.4,100,15.5,37,0.6447
2.8,116,14.8,39.5,0.6595
2.1,102,14.5,42,0.6896
1.1,55,14.1,44.9,0.7206
0.7,33,14.2,45.5,0.7333
0.4,17,14.1,45.3,0.7247
0.3,0,14,44.3,0.7038
0,10,14.1,43,0.689
0.4,35,13.9,43.9,0.6923
0.8,70,14,43.8,0.6959
1.9,116,14.4,43.6,0.7113
2.1,134,15,41.7,0.7093
1.4,113,16.3,38.4,0.7052
1.4,110,18.3,32.3,0.676
1.3,98,18.8,31.7,0.6821
1.5,96,19.6,30.9,0.6968
1.6,95,20.2,30.7,0.7176
1.3,86,19.7,32.5,0.7396
1.4,86,20.7,31.6,0.7602
1.5,91,20,32.7,0.7545
2.2,119,18.6,35.4,0.7535
3.2,147,18.3,35.9,0.7501
3,135,17.8,37.5,0.7568
2.6,124,17.3,38.8,0.7584
1.6,89,17.3,38.8,0.7596
1.5,79,16.4,40.8,0.7542
1.2,63,16,41.4,0.7487
0.8,39,15.4,43,0.7482
0.7,25,15.7,42.5,0.7539
0.5,19,15.6,43.4,0.7651
0.5,0,15.2,45.8,0.7864
0,34,14.7,49.9,0.828
0.7,58,15.5,47.3,0.8282
1.4,112,14.4,53.1,0.8677
4.1,314,15.9,48.5,0.8704
4.6,240,18.1,40.3,0.8294
1.9,128,19.6,35.9,0.81
1.9,141,22.8,29.1,0.796
1.7,118,24.8,25.3,0.7793
2.4,132,27.2,22,0.7785
3,150,28.2,20.4,0.7677
2,121,25.4,24.2,0.7733
2.7,149,25.7,23.8,0.7737
2.2,120,27.2,22.1,0.7811
2.9,155,27,22.3,0.786
3.4,172,24.5,27.8,0.8433
3.9,177,23.7,30.2,0.8718
3.6,181,21.5,34.5,0.8746
2.5,135,19.9,37.8,0.8675
1.8,99,18.9,40.6,0.8771
2,111,17.9,43.5,0.884
1.3,72,17.4,46.3,0.9112
1,54,18.1,44.7,0.9186
0.6,41,16.5,50.1,0.9331
0.6,0,14.2,56.9,0.9141
0,24,14.7,56.2,0.9341
0.5,29,16.3,52.8,0.9722
1.1,76,13.9,60.7,0.9597
5.5,321,15,58.3,0.9876
4.2,274,16.1,54.8,0.996
4.6,322,19.3,46.4,1.0248
3.4,255,24.2,33.8,1.0097
2.8,196,26.7,28.7,0.9895
2.5,136,27.4,28.2,1.0098
2.4,119,28.1,26.9,1.0094
3.2,169,27.7,26.5,0.9693
3.5,197,28.4,23.4,0.8935
2.9,140,28.4,26,0.9922
3.6,178,27.3,30,1.0752
4.8,223,24.3,37.3,1.1199
5.4,222,23.1,42.2,1.1746
5.3,265,21.8,43.6,1.1226
2.7,151,19.8,46.8,1.0702
1.4,79,19.6,49.8,1.1221
1.6,87,17.9,56.2,1.142
1.5,88,17.4,55.6,1.0963
1,51,16.8,59.5,1.1269
0.6,34,15.9,60.1,1.0806
0.4,0,15.6,61.2,1.0784
0,31,14.6,63.4,1.0446
0.8,76,13.3,67,1.0203
1.5,139,12.9,66.5,0.9846
4.9,293,14.8,61.3,1.0237
7.2,368,16.1,56.5,1.0274
3.5,250,18.6,47.8,1.0143
2.1,145,23.8,30.2,0.8771
1.5,110,25.4,25,0.7966
2,104,25.6,25.5,0.8234
3.8,205,24.9,29.9,0.9325
3.4,201,22.4,37.9,1.016
4.4,266,21.7,44,1.1242
3.9,246,21.4,44.4,1.1176
4.9,247,20.8,45.3,1.1016
5.4,271,20.2,48.6,1.1354
6.5,332,20.2,50.8,1.1924
4.3,245,18.6,57.6,1.2233
2.9,180,18.2,58.8,1.2173
2.7,156,17.8,61,1.2352
2.8,172,17,70.7,1.3554
2.3,137,16.2,76.9,1.4051
1.7,91,15.7,78.6,1.3943
1.2,80,15.7,78.4,1.3917
1,0,15.7,77.4,1.3683
0,46,15.4,78.5,1.3635
0.8,68,15.7,74.7,1.3194
1.7,162,15.9,73.1,1.3136
3,213,16.6,68.2,1.2737
3.4,161,18.7,57.6,1.2323
3.3,209,17.6,65,1.2945
2.7,191,16.3,73.2,1.3458
2.6,215,16,78.5,1.4209
3.2,212,17.3,72.4,1.4125
3.4,202,19.4,60.9,1.3545
2.6,153,21.4,50.9,1.2823
3.4,185,22.7,45.8,1.2465
4,210,20.9,60.8,1.4852
4.5,215,21,54.3,1.3353
4.2,215,20.8,54.4,1.3194
5.7,281,19.8,58.6,1.3392
4.4,254,19.1,61.1,1.3345
3.1,189,18.2,65.4,1.3529
3,174,18.1,66.1,1.3579
3.1,167,17.7,66.9,1.3422
3.5,185,17.8,66.8,1.346
2.4,129,17.3,68.3,1.3346
1.6,85,16.5,70.2,1.3099
1.3,0,15.7,73.1,1.2902
0,35,16.2,69.9,1.2756
0.6,24,16.7,67.1,1.2619
0.7,30,16.7,66.9,1.2631
1.2,75,16.9,66.5,1.2688
1.5,79,17.7,62,1.2458
1.8,104,19.4,54.6,1.2184
2.1,118,21.6,46.1,1.1725
1.9,105,24.6,36.7,1.1202
2,101,26,31.9,1.0566
1.3,65,25.6,31.5,1.0184
1.3,59,24.8,34.8,1.0716
1.8,80,26.1,30.3,1.0101
2,98,25.5,33.5,1.0767
1.8,89,23.7,37.2,1.0746
2.4,114,22.3,38.9,1.0324
4,195,20.7,42.8,1.0298
2.8,156,19,51.7,1.1222
2,109,17.8,55.5,1.1174
3.6,184,17.4,57.6,1.1342
3.7,190,17.6,58.5,1.1645
2.3,105,17.2,59.3,1.1551
1.8,76,17.1,60.4,1.1633
0.9,38,16.4,62.2,1.1507
1.6,0,14.8,67.6,1.1352
0,26,14.8,65.8,1.1028
0.6,33,14.7,65.2,1.0811
0.7,57,13.1,70.2,1.0554
0.8,48,14.3,66.2,1.0728
1.2,87,16,61.6,1.1083
1.4,94,17.7,56.4,1.1342
1.6,89,21.3,44.7,1.1157
1.3,78,23.6,36.4,1.0431
1.3,72,24.3,34,1.0149
1.1,64,24.4,32.7,0.9863
1.2,70,24.6,31.7,0.9647
1.5,92,23.9,34.3,1.002
1.1,69,25.9,28.1,0.9258
1.9,131,24.5,32.3,0.9815
2.3,144,22.6,39.3,1.06
3.3,209,21.2,47.5,1.1828
2.6,170,19.9,54.9,1.2632
2.2,152,19.4,52.1,1.1642
2.3,171,19.4,42.6,0.9485
2,153,19.1,44.1,0.966
1.6,97,18,49.3,1.0086
0.8,37,17.6,54.6,1.0918
0.6,26,16.4,62.1,1.1493
0.4,0,15.6,65.3,1.1484
0,25,16,61.4,1.1043
0.7,61,15.8,64.3,1.1416
1.3,152,16,65.8,1.1844
3.4,283,16.8,62.5,1.1869
4.7,320,16.9,66.1,1.2613
3.4,318,17.4,68.9,1.3557
2.5,201,21.4,45,1.1291
2,135,23.9,30.7,0.9002
1.9,127,26.8,25.2,0.8721
1.7,102,28.4,23.6,0.8983
1.4,74,30.3,20.1,0.8539
1.5,81,30.9,19.7,0.8649
2.4,129,30.2,20.5,0.8672
3.9,190,26.4,34.6,1.1724
4.2,192,24.9,39.4,1.2268
3.7,163,23.5,43.7,1.2484
3.2,149,19.3,63.1,1.4028
2,119,18.7,64.6,1.3836
1.1,61,19.5,57.1,1.2806
1.5,84,18.9,62.5,1.3521
1.3,79,18.4,65.8,1.3802
1,58,16.4,79.2,1.4681
0.6,32,16.1,80,1.4562
0.4,0,15.6,81,1.4302
0,21,15.6,81,1.4216
0.6,49,15.7,80.5,1.4236
1.9,180,16,80.8,1.4602
4.5,302,16.6,78,1.4572
4.3,258,16.1,79.2,1.4398
3.2,192,17.7,70.8,1.4171
1.3,84,20.3,54.8,1.2867
2.2,128,21.2,49.3,1.2271
2.6,145,21.5,47.9,1.2178
2.3,132,21.4,47.7,1.2047
2.4,136,20.4,54,1.2757
2.6,140,19.9,57.1,1.3158
1.2,55,19.9,55.2,1.2701
1.6,67,19.5,55.7,1.2512
3.9,191,18.3,62.8,1.3127
4.7,227,17.2,68.3,1.3289
5.4,264,16.1,75.2,1.3654
3,196,16.6,70.8,1.3253
0.9,43,18.5,56,1.181
1.1,58,17.3,59.5,1.1667
0.7,33,18.6,52.3,1.1121
0.5,14,19,49.8,1.0831
0.5,18,15.7,64.5,1.14
0.5,0,15.5,66.9,1.1691
0,28,14.7,74.1,1.2302
0.8,56,14.6,77.1,1.2727
1.3,108,14.5,78.3,1.2851
3.5,251,15.1,76.8,1.3061
0,0,16.4,70.8,1.3088
3.9,255,16.4,72.4,1.3379
2.9,214,16.3,68.6,1.2657
2.6,190,17.2,62.9,1.2228
3,182,17.4,61.1,1.206
3.7,202,16.8,66.8,1.2691
3.9,224,17.3,62.6,1.226
3.5,221,17.5,60.8,1.2029
2.4,126,17.5,59.2,1.1725
1.6,79,17.7,56.9,1.1392
3,137,17.1,61.5,1.1873
1.6,68,17.5,63.9,1.2667
2.1,96,15.9,70.7,1.2672
1.8,111,15.1,75.1,1.2799
1.1,56,13.9,72.5,1.1502
1.5,81,12,79.8,1.1175
1.4,79,12.5,75.8,1.0938
0.9,46,12,75,1.0499
0.5,19,12.6,72.2,1.0503
0.4,0,12.7,71.6,1.0486
0,15,13.1,67.1,1.0079
0.6,48,13.2,64.6,0.9774
1.3,128,13.1,65.6,0.9815
2.9,193,14.7,58.5,0.9688
3.6,203,15.9,53.1,0.9529
3.4,220,17.9,46.1,0.9388
2.5,161,20.2,37.7,0.8833
2.1,135,18.5,42.8,0.9026
1.1,57,13,64.3,0.9586
1.8,91,15.1,54.5,0.9309
3,219,13.6,65.5,1.0184
3.1,239,12.3,78.3,1.1154
3.6,209,12.7,74.2,1.0863
3.3,169,14.4,64.2,1.049
1.8,92,15.6,58.3,1.0266
2.1,107,15,61.4,1.0385
2.2,122,13.7,65.8,1.0254
1.6,100,12.3,66.4,0.944
0.9,51,15.4,58.8,1.0215
1.8,93,14.1,64.9,1.0405
2.3,145,13.8,64.7,1.0168
2,106,13.5,67.8,1.042
0.9,46,13.7,69.4,1.0794
0.6,0,13.9,67.7,1.0712
0,32,14,67.8,1.0787
0.7,51,14.6,61.1,1.0075
1.5,89,14.3,60.5,0.9847
3.7,214,14.9,56.9,0.9582
4.2,196,16.4,50.2,0.9286
3.4,224,16,50.9,0.9211
2.4,174,18.6,42.8,0.9091
1.3,90,19.7,33.7,0.7646
1.5,89,21.2,27.7,0.6864
2.2,132,19.7,28.5,0.6445
1.8,114,19.8,29.7,0.678
1.9,107,19.2,35.6,0.7856
2.3,140,14.2,60.5,0.9765
3.6,187,12.9,69.1,1.0249
4.3,222,12.7,70.4,1.0294
2.2,117,13.9,62.7,0.9905
1.5,89,13.9,62.9,0.9948
2,130,13.4,65.2,0.9996
2,133,13.4,64.6,0.9864
2.1,144,13.3,63.6,0.9677
1.5,99,13.3,61.8,0.9433
2.2,102,13.6,59.7,0.9271
0.5,27,14.6,53.3,0.8807
0,0,14.3,51.7,0.8412
0,0,10.9,67.5,0.8785
0,0,7.4,85.2,0.8808
0,0,8.7,81.5,0.919
0,0,10.3,75.6,0.9458
0,0,11,75,0.9821
0,0,13.6,66.1,1.0236
0,0,14.7,63.1,1.0488
0,0,13.8,72.3,1.1361
0,0,13.3,76.8,1.1703
0,0,16.2,60,1.0937
0,0,16.3,55.3,1.0146
0,0,20,40.4,0.9354
0,0,19.8,35.4,0.8099
0,0,19.8,33.6,0.767
0,0,17.8,38.5,0.7763
0,0,16.7,44.6,0.8393
0,0,15.1,51.8,0.8816
0,0,14.1,56.2,0.9028
0,0,13.8,58.3,0.9147
0,0,13.7,59.7,0.9285
0,0,13.7,60.3,0.9405
0,0,12.7,64.9,0.9506
0,0,12.6,65.4,0.9529
0,0,12.1,68.6,0.964
0,0,12.3,68,0.9722
0,0,11.9,71.1,0.9899
0,0,11.3,73.8,0.9848
0,0,13.1,62.6,0.9419
0,0,16.8,46.8,0.8881
0,0,17.9,44.8,0.9104
0,0,17.8,49.5,0.9986
0,0,18.8,46.4,0.9968
0,0,19.3,44,0.9783
0,0,14.7,68.4,1.1405
0,0,15.6,65.8,1.1577
0,0,17.7,54,1.0826
0,0,17.8,46.7,0.9466
0,0,17.8,44.4,0.8967
0,0,17.8,44.3,0.8929
0,0,16.4,47.8,0.8851
0,0,15.6,51.6,0.9063
0,0,14.9,55,0.9228
0,0,13.8,59.8,0.9398
0,0,13.8,62.1,0.9721
0,0,13.9,61.1,0.9656
0,0,14.9,57.6,0.9684
0,0,14.4,60.1,0.9797
0,0,13.8,63.2,0.9952
0,0,14.2,62.9,1.0136
0,0,14,63.8,1.0167
0,0,13.4,67.4,1.0292
0,0,14.7,62.3,1.0351
0,0,16,57.3,1.0342
4.4,257,17.8,51.1,1.0362
2.5,178,20,45,1.0379
2.1,145,20.3,44.1,1.0392
2.4,137,20.7,42.4,1.0248
2.2,139,20.8,40.6,0.9888
2.2,130,21.5,39.7,1.0042
2.3,148,25,30.1,0.9394
2.1,120,25.2,29.7,0.9371
2.5,132,23.4,32,0.91
3.6,188,21,37.8,0.9298
4,204,19.2,45.7,1.0084
3,167,17.7,50.9,1.0232
2.1,128,16.8,53.6,1.0167
1.7,106,15.8,56.2,1.0033
1.1,88,16,56.5,1.0166
0.9,77,14.2,64.1,1.0346
0.4,36,15,59.8,1.0142
0.2,28,14.3,61.9,1.0031
0.2,0,12.8,66,0.969
0,46,11.4,70.5,0.9484
0.6,55,12,68,0.9547
1.4,135,11.3,70.4,0.9443
4.6,327,12.7,65.6,0.962
5.5,383,14.5,59.8,0.9795
4.8,366,17.5,49.8,0.9877
4.5,322,21.9,35.2,0.9128
3,188,23.5,29.5,0.8435
2.5,144,24.3,29.8,0.8926
2.3,132,23.8,31.7,0.9212
2,117,24.2,31.2,0.9257
1.9,121,26.5,27.2,0.9282
1.9,124,25.7,28.4,0.9248
3.5,188,26.3,27.5,0.9306
4.6,226,24.4,31.6,0.9545
6.3,266,23.1,35.3,0.9845
5,269,21.1,40.2,0.997
3.3,183,19.2,52.3,1.1516
2.7,167,18.1,58.7,1.2072
2.2,138,17.3,58.8,1.1494
1.7,105,16.9,58.8,1.125
0.8,54,17.6,57.6,1.1484
0.8,58,15.6,63.9,1.1287
0.6,0,14.9,65.7,1.1073
0,37,15.6,62.2,1.0961
0.8,84,14,68.3,1.0884
1.5,134,14.5,65.7,1.0804
4.1,279,15.5,62.2,1.0875
5.9,333,17,56.8,1.0909
5.1,336,18.8,52.4,1.1285
3.9,280,19.7,51.9,1.1796
3.4,275,20.9,44.6,1.0872
3.3,207,21.9,43.3,1.1265
5.1,305,20.4,55.7,1.3205
3.1,236,17.4,67,1.325
2.5,183,17.1,64,1.2413
2.4,162,17.3,61.1,1.1957
2.8,157,17.7,56.3,1.13
2.9,136,17.4,48.6,0.9559
3.4,166,17.6,43.7,0.8698
2.2,136,16.7,47.2,0.892
1.6,112,16.8,45.6,0.8636
1.3,87,16.1,52,0.946
1.3,86,15.5,57.1,0.996
1.6,98,16.2,50.2,0.9156
1.2,62,16.4,50.5,0.938
0.6,32,16.2,52.8,0.9626
0.4,0,16,53.7,0.9723
0,21,16.2,53,0.9672
0.4,41,16.2,53.7,0.9799
1,86,15.9,55.3,0.991
2,174,16.2,55.6,1.0151
3.6,264,16,59.3,1.0711
2.4,211,16.6,55.6,1.042
2.4,208,17.4,51.8,1.022
1.6,139,17.6,49.7,0.9944
1.9,138,17.2,52.8,1.0236
2.4,142,18.2,49.6,1.0268
1.7,131,19.5,45,1.0114
2.1,132,19.5,45.5,1.0189
3.1,178,19.8,44.3,1.0104
4.6,228,20.3,43.1,1.0114
4.5,232,20.3,44.4,1.0457
3.9,204,19.8,47.9,1.092
4.6,250,19.1,52.3,1.1486
3.3,208,18.2,54.7,1.1336
2.7,158,17.8,55,1.1097
3.3,197,17.5,56.4,1.1175
2.5,152,17.3,57.8,1.1298
2.1,112,16.8,57.5,1.0912
1.3,75,16.3,57,1.0484
1,0,16.2,56.3,1.0262
0,74,15.5,59.9,1.0498
1.2,116,16,58.3,1.0481
1.5,118,17.2,52.3,1.0169
3.7,272,18.5,49.4,1.0397
0,0,20,45.6,1.0524
3.3,258,21,37.9,0.9313
2.5,186,22.8,32.4,0.887
1.9,130,25.5,25.6,0.8218
2,134,25.9,23.6,0.7771
2.5,148,27.7,20.8,0.7599
2.1,147,27.1,21.6,0.7618
2.1,123,28.4,20.2,0.7697
2.3,138,28.1,21.9,0.8184
3,162,27.6,22.3,0.8116
4.1,214,25.2,24.3,0.7671
4.5,230,24.6,25.1,0.7636
3.5,191,23.1,27.2,0.7575
2.1,128,22,28.6,0.7483
2.3,138,20.8,34.5,0.8365
1.9,126,20.4,35.3,0.8352
